@relation 'unknown-weka.filters.unsupervised.attribute.Remove-R3,5,10-12'

@attribute confidentiality {yes,no}
@attribute integrity {yes,no}
@attribute availability {yes,no}
@attribute ' identification & authentication' {yes,no}
@attribute accountability {yes,no}
@attribute privacy {yes,no}
@attribute documentID string
@attribute sentence string

@data
yes,yes,no,no,yes,no,oscar_requests,'track send each send so that subsequent all incremental be'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'prevention screen'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,none
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'not myoscar immunization can populate get'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
yes,yes,no,no,yes,no,oscar_requests,'send immunization patient phr'
yes,no,no,no,yes,no,oscar_requests,'phr receive successfully immunization display correctly'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
yes,yes,no,no,yes,no,oscar_requests,'button new prevention screen send to immunization or'
yes,yes,no,no,yes,no,oscar_requests,'new set enable to periodic send immunization'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'------------- week'
no,no,no,no,no,no,oscar_requests,'email appointment reminder'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'provide add appointment window \'em ail reminder checkbox email which check when add appointment be will detail patient appointment assume have they email address populate demographic they'
no,no,no,no,no,no,oscar_requests,'beneficial feature this will be clinic have who do not myoscar installation'
no,no,no,no,no,no,oscar_requests,'save this will reception time need as they do not write to manually appointment reminder paper card reduce amount paper use'
yes,yes,no,no,yes,no,oscar_requests,'email addition appointment reminder record be comment section appointment history window demograpic master history ail as \'em yyyy-mm-dd resolve which can inquire regard notify whether patient be appointment'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,yes,no,no,yes,no,oscar_requests,'add appointment window'
no,yes,no,no,yes,no,oscar_requests,'edit appointment window'
no,yes,no,no,yes,no,oscar_requests,'appointment history window'
yes,yes,no,no,yes,no,oscar_requests,'contain appointment reminder email content text file server embedded tag replace that can be detail applicable appointment'
no,yes,no,no,yes,no,oscar_requests,'time appointment'
no,yes,no,no,yes,no,oscar_requests,'appointment date'
yes,yes,no,no,yes,no,oscar_requests,'patient name first name last'
no,yes,no,no,yes,no,oscar_requests,'clinic name'
no,yes,no,no,yes,no,oscar_requests,'clinic address'
no,no,no,no,no,no,oscar_requests,etc.
no,no,no,no,no,no,oscar_requests,'configure filepath text file can be oscarzdotzproperty'
no,no,no,no,no,no,oscar_requests,'apptremindermsgtemplate ='
no,no,no,no,no,no,oscar_requests,'configure email configuration can be oscarzdotzproperty'
no,no,no,no,no,no,oscar_requests,'apply it be then applicationcontextzdotzxml'
no,no,no,no,no,no,oscar_requests,'emailreminder = yes'
no,no,no,no,no,no,oscar_requests,'emailzdotzhost ='
no,no,no,no,no,no,oscar_requests,'emailzdotzport ='
no,no,no,no,no,no,oscar_requests,'emailzdotzprotocol ='
no,no,no,no,no,no,oscar_requests,'emailzdotzusername ='
no,no,no,no,no,no,oscar_requests,'emailzdotzpassword ='
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,none
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,none
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
yes,yes,no,no,yes,no,oscar_requests,'check add that \'em ail reminder checkbox appear do not the appointment screen appointment edit present if email configuration be not oscarzdotzproperty'
yes,yes,no,no,yes,no,oscar_requests,'appear check \'em ail reminder checkbox do not add the on appointment screen appointment edit set if emailreminder be not yes oscarzdotzproperty file'
yes,yes,no,no,yes,no,oscar_requests,'configure email populate select \'em ail reminder checkbox appointment add add appointment window have where demographic do not email address'
yes,yes,no,no,yes,no,oscar_requests,'configure email select \'em ail reminder checkbox add appointment add appointment window have where demographic do email populated address valid formatted email address'
yes,yes,no,no,yes,no,oscar_requests,'configure email populate select \'em ail reminder checkbox appointment add add appointment window have where demographic do valid email address'
yes,yes,no,no,yes,no,oscar_requests,'configure email ail \'em reminder select checkbox be not add appointment add appointment window'
yes,yes,no,no,yes,no,oscar_requests,'check add after appointment be select which \'em ail reminder checkbox be ail for \'em yyyy-mm-dd appear appointment history window appointment give'
yes,yes,no,no,yes,no,oscar_requests,'check add after appointment be select which \'em ail reminder checkbox be not ail for \'em yyyy-mm-dd appear appointment history window appointment give'
yes,yes,no,no,yes,no,oscar_requests,'check have if message template text file either incorrect filepath miss be server appear that \'em ail reminder checbox do not add the on appointment edit appointment screen configure even if email'
yes,yes,no,no,yes,no,oscar_requests,'check log error present when error condition be log be correctly oscarzdotzlog'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'encourage reception team ask to patient like whether they would receive to appointment reminder electronically on card physical paper reminder show reception team be where email reminder checkbox the add appointment edit appointment screen'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'complete code change master submit will be gerrit review'
no,no,no,no,no,no,oscar_requests,'improve supervise resident billing'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
no,yes,no,no,yes,no,oscar_requests,'supervise billing resident need we check way easier monitor to resident billing accuracy'
no,no,no,no,no,no,oscar_requests,'require currently it step many too'
no,no,no,no,no,no,oscar_requests,'it could part be signature line sign once provider have bill'
no,no,no,no,no,no,oscar_requests,'likely this be very improve to revenue education'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'echart billing'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'incorrect billing'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'include change new oscar manual'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'improve ohip simulation report'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'need ohip simulation report column roster status dob sex'
no,no,no,no,no,no,oscar_requests,'facilitate locate error submission ensure to timely payment more follow-up less'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,report
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,negligible
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'detect problem be not quickly as'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'update oscar manual'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'add ui modify stop sign rule'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'need we create to user interface some customize so that stop sign can be clinic different'
no,no,no,no,no,no,oscar_requests,'important this be have as clinic different emphasis different'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'prevention drool screen appointment'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'assume improperly clinic could set rule they oscar could trigger stop sign only item certain'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'continue clinic ignore to stop sign all irrelevant because many they be'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
yes,yes,no,no,yes,no,oscar_requests,'trigger develop rule enter oscar ensure generate proper drool be ensure stop sign be properly rule those'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'show include page rule creation screen new oscar manual clinic head use how to'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'improvements prevention'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'facilitate prevention module upgrade to generation type other notification write'
yes,yes,no,no,yes,no,oscar_requests,'automate in order to billing management fee'
yes,yes,no,no,yes,no,oscar_requests,'need prevention report health card number possibly column possibly birthdate match to moh report name not same \\*'
yes,yes,no,no,yes,no,oscar_requests,'need prevention report alphabetical to be sortable compare moh report \\*'
no,no,no,no,no,no,oscar_requests,'for ease update ministry report'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'prevention billing report module'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'work more clinic user'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'update oscar manual item change'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
yes,yes,no,no,yes,no,oscar_requests,'allow bill pall care case management similar inr'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'need palliative care case management fee add to be demographic inr patient similar to'
yes,yes,no,no,yes,no,oscar_requests,'facilitate batch billing once month'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,billing
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'prompt bill once-a-year code'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'need once year code q040a diabetic q050a chf prompt to be bill complete when requirement flowsheet'
yes,yes,no,no,yes,no,oscar_requests,'check must pay that billing previous day last 365 be actually submit rather than'
no,no,no,no,no,no,oscar_requests,'save would time run sort report chart check billing manually miss possibly billing'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'billing flowsheet prevention measurement'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'bill patient be not'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
yes,yes,no,no,yes,no,oscar_requests,'allow change invoice type'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'be create when invoice be erroneously bill ohip bill wsib visit patient there easy way no change to invoice correct billing method'
yes,yes,no,no,yes,no,oscar_requests,'have it set to be do a as bill not keep in order to stat provider and then create invoice another patient third-party insurer'
yes,yes,no,no,yes,no,oscar_requests,'create this invoice two chart patient also can sometimes lose be marked as original be do be not bill there nothing remind to go biller to back create invoice another'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,billing
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'change user could bill incorrect type submission'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'duplicate many bill oscar'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'update oscar manual'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'need testing process'
no,no,no,no,no,no,oscar_requests,'mymeds-add table link to phr document drug'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'add link table drug phr_document contain which drug id phr_document index'
yes,yes,no,no,yes,no,oscar_requests,'so identify that drug import that be phr can be identify annotation drug can be'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'add dao new database object'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'need represcribe when drug have be update to phr_document index drug id new'
no,no,no,no,no,no,oscar_requests,'use prescription module dao object old prone which be mistake'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'n\'t can link annotation patient drug'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'click when button drug name open history response patient note drug this'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'add custom flowsheets'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
no,yes,no,no,yes,no,oscar_requests,'ability for user add to flowsheet'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'in echart appear where flowsheet other in interface admin create where they be'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'create user might flowsheet redundant that become one ship oscar'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'need feature omd spec 4'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,yes,no,no,yes,no,oscar_requests,'from admin create flowsheet or'
no,yes,no,no,yes,no,oscar_requests,'add flowsheet'
no,yes,no,no,yes,no,oscar_requests,'open test patient'
no,yes,no,no,yes,no,oscar_requests,'verify come flowsheet that up'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'add change do not functionality only'
no,no,no,no,no,no,oscar_requests,'just can change manual'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'------------- day'
no,no,no,no,no,no,oscar_requests,'please oscar cme add intake form follow up intake form'
no,no,no,no,no,no,oscar_requests,'build date 2011 04 15:13 13 branch new_release_10_06_updateable'
no,no,no,no,no,no,oscar_requests,regenerationhousezdotzcaisizdotzca
no,no,no,no,no,no,oscar_requests,'hi annie'
no,yes,no,no,yes,no,oscar_requests,'click when you e client any oscar cme ui add please section new bar color left hand column'
no,no,no,no,no,no,oscar_requests,'title bar this intake form follow up intake form'
no,no,no,no,no,no,oscar_requests,'for this'
no,yes,no,no,yes,no,oscar_requests,'click if you on get + then you window new as image attach'
no,yes,no,no,yes,no,oscar_requests,'have window this functionality all same section same pmm side thing'
no,no,no,no,no,no,oscar_requests,thanks
no,no,no,no,no,no,oscar_requests,t
yes,yes,no,no,yes,no,oscar_requests,'able annotate to encounter note'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'----------------------------------- add ability annotate to echart encounter note'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
yes,yes,no,no,yes,no,oscar_requests,'carry ------------------------ echart encounter note all will additional add i click when can annotation note'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'----------------- risk no'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'need feature ------------------------ ontario md spec 4.0'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
yes,yes,no,no,yes,no,oscar_requests,'------------------------------------ login module open echart test patient'
yes,yes,no,no,yes,no,oscar_requests,'click ------------------------------------ annotation button encounter note any'
yes,yes,no,no,yes,no,oscar_requests,'save type ------------------------------------ annotation'
yes,no,no,no,yes,no,oscar_requests,'show ------------------------------------ annotation click when annotation button later'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'need ---------------------------------------- will change to documentation explain to change this'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'------------- day'
no,no,no,no,no,no,oscar_requests,'add problem description field ongoing concern'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'add screen field ongoing concern entry problem description'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'ongoing concern entry screen'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,none
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'require ontario md field'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,yes,yes,no,oscar_requests,'login oscar'
yes,yes,no,no,yes,no,oscar_requests,'open echart test patient'
yes,yes,no,no,yes,no,oscar_requests,'open ongoing concern entry screen'
yes,yes,no,no,yes,no,oscar_requests,'type problem add problem description'
no,no,no,no,no,no,oscar_requests,save
yes,yes,no,no,yes,no,oscar_requests,'reopen verify save that it do'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'change documentation'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,1h
no,no,no,no,no,no,oscar_requests,'manage intuitively forwarding lab more'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
no,no,no,no,no,no,oscar_requests,'interact change how user oscar lab when forwarding'
yes,yes,no,no,yes,no,oscar_requests,'be currently there just list provider all have which user scroll to through select to lab provider to forward to'
no,no,no,no,no,no,oscar_requests,'replace change box list wirth autocompeletion text'
yes,no,no,no,yes,no,oscar_requests,'qeue select when user provider it be placd list user see to'
yes,yes,no,no,yes,no,oscar_requests,'then user can copy provider favorite list future use'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'lab forwarding only'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'not applicable'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'cumbersome user interface current be easy not use to'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'sure make forward lab be correctly save favorite be'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'description change'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'------------- week'
no,no,no,no,no,no,oscar_requests,'oscar billing visit location preference'
no,no,no,no,no,no,oscar_requests,'build date 2011 07 16:35 18 branch new_release_10_06_updateable'
no,no,no,no,no,no,oscar_requests,streethealth
no,no,no,no,no,no,oscar_requests,'hi annie'
no,no,no,no,no,no,oscar_requests,'please make feature request follow'
no,yes,no,no,no,no,oscar_requests,'please make feature request follow add configuration file entry make that can billing visit location mandatory field'
no,yes,no,no,yes,no,oscar_requests,'make please feature request follow appear make if visit location field be mandatory then try if someone save to billing information select have visit location message then follow select you must visit location save record this'
no,no,no,no,no,no,oscar_requests,thanks
no,no,no,no,no,no,oscar_requests,t
no,no,no,no,no,no,oscar_requests,'add preference truncate to cpp box'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,no,no,no,yes,no,oscar_requests,'add preference allow to choose user to want whether they display item cpp box to fully truncate to be line 1 character first $ num'
no,no,no,no,no,no,oscar_requests,'prefer user some clinic may truncate to encourage in order to brevity box these prefer clinic some may use to verbose description accommodate change this both'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'want echart printing we would item these truncate to not be printing'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'miss enter if bob realize item longer cpp alice do not have she truncating preference turn on she may information'
no,no,no,no,no,no,oscar_requests,'simply hand other enter if bob have item longer cpp alice do not truncating preference turn on she may ignore cpp item'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'annoyed user be'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,yes,no,no,yes,no,oscar_requests,'------------------------------------ add item long multi-line cpp'
yes,no,no,no,yes,no,oscar_requests,'------------------------------------ verify display it be fully'
no,yes,no,no,yes,no,oscar_requests,'enable ------------------------------------ preference'
no,yes,no,no,yes,no,oscar_requests,'------------------------------------ verify truncate long cpp item be'
no,yes,no,no,yes,no,oscar_requests,'------------------------------------ print cpp item'
yes,no,no,no,yes,no,oscar_requests,'------------------------------------ verify print long item be fully'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'add preference explanation documentation'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
